player_id,player_slug,first_name,last_name,birthdate,turned_pro,weight_kg,height_cm
cd13,ignacio-carbonell,Ignacio,Carbonell,,,,
cd19,alvaro-cajigal,Alvaro,Cajigal,1992.01.30,,,
cd30,jack-carpenter,Jack,Carpenter,1992.04.11,,,
cd39,charles-costa,Charles,Costa,1989.05.24,,,
cd61,jordan-cox,Jordan,Cox,1992.01.07,,84,188
cd94,jarryd-chaplin,Jarryd,Chaplin,1992.04.13,,84,183
ce25,salvatore-caruso,Salvatore,Caruso,1992.12.15,2010,78,
cd85,pablo-carreno-busta,Pablo,Carreno Busta,1991.07.12,2009,78,188
ce28,ben-chen,Ben,Chen,1991.01.07,,,
ce32,rodrigo-carvalho,Rodrigo,Carvalho,1991.06.26,,,
ce33,andre-caiado,Andre,Caiado,1991.07.25,,,
ce35,alexis-carlos,Alexis,Carlos,1992.11.19,,,
ce46,julien-carsuzaa,Julien,Carsuzaa,1986.12.08,,,
ce76,jesper-cederlind,Jesper,Cederlind,1992.02.27,,,
ce81,scott-clayton,Scott,Clayton,1994.02.11,,75,183
ce98,fedor-chervyakov,Fedor,Chervyakov,1993.01.13,,80,183
cf01,marco-cecchinato,Marco,Cecchinato,1992.09.30,2010,78,185
cf23,lance-cohen,Lance,Cohen,1988.02.12,,88,193
cf05,zhao-cai,Zhao,Cai,1994.07.05,,70,175
cf25,victor-vlad-cornea,Victor Vlad,Cornea,1993.09.24,,81,198
cf52,andrei-cociasu,Andrei,Cociasu,1992.07.10,,,
cg04,pedro-cachin,Pedro,Cachin,1995.04.12,,,
cf59,roberto-carballes-baena,Roberto,Carballes Baena,1993.03.23,2011,76,180
cg33,kimmer-coppejans,Kimmer,Coppejans,1994.02.07,,68,180
cg07,hernan-casanova,Hernan,Casanova,1994.02.06,,76,178
cg40,patrick-ciorcila,Patrick,Ciorcila ,1996.09.20,,70,180
cg42,zhaoyi-cao,Zhaoyi,Cao,1993.12.05,,75,185
cg49,andrew-carter,Andrew,Carter,1990.03.28,,73,170
cg67,oliver-ceranic,Oliver,Ceranic,1995.02.06,,,
cg73,ayoub-chakrouni,Ayoub,Chakrouni,1991.06.10,,,
cg82,robert-carter,Robert,Carter,1993.07.13,,,
cg80,borna-coric,Borna,Coric,1996.11.14,2013,79,185
cg92,jose-fernando-carvajal-torres,Jose Fernando,Carvajal Torres,1998.03.20,,80,
cg94,enzo-couacaud,Enzo,Couacaud,1995.03.01,,,
ch12,jan-choinski,Jan,Choinski,1996.06.10,,80,196
ch05,altug-celikbilek,Altug,Celikbilek,1996.09.07,,72,185
cg97,artur-completo,Artur,Completo,1994.02.21,,74,178
ch55,d-carter,D,Carter,,,,
ch27,hyeon-chung,Hyeon,Chung,1996.05.19,2014,87,188
ch35,mile-cilic,Mile,Cilic,1994.11.07,,,
ch59,elliot-carnello,Elliot,Carnello,1995.04.26,,,
ch69,tim-cooper,Tim,Cooper,1951.09.21,,,
ch71,j-casey,J.,Casey,,,,
ch70,simon-clarke,Simon,Clarke,,,,
ch73,petros-chrysochos,Petros,Chrysochos,1996.04.08,,,
ch74,giovanni-cierro,Giovanni,Cierro,1951.08.30,,,
ch82,connor-curry,Connor,Curry,,,,
ch86,p-coyle,P.,Coyle,,,,
ch84,felipe-cunha-silva,Felipe,Cunha-Silva,1997.03.31,,78,180
ch87,leonzio-collas,Leonzio,Collas,,,,
ch99,dan-cassidy,Dan,Cassidy,,,,
ci00,tim-clayton,Tim,Clayton,,,,
ci01,david-cantrell,David,Cantrell,,,,
ci04,r-l--cross,R. L. ,Cross,,,,
ci05,k-c--cook,K. C. ,Cook,,,,
ci06,p-corne,P.,Corne,,,,
ci07,giovanni-capozza,Giovanni,Capozza,1946.04.08,,,
ci08,unknown-cimurri,Unknown,Cimurri,,,,
ci09,bruno-chimenti,Bruno,Chimenti,1942.01.02,,,
ci12,jim-corn,Jim,Corn,,,,
ci13,francisco-castillo,Francisco,Castillo,1943.05.03,,,
ci14,jay-clarke,Jay,Clarke,1998.07.27,,80,183
ci15,william-cullen,William,Cullen,1935.06.11,,,
ci16,frank-conner,Frank,Conner,,,,
ci20,dennis-colette,Dennis,Colette,1941.04.11,,,
ci21,richie-chopra,Richie,Chopra,,,,
ci22,lahcen-chaldi,Lahcen,Chaldi,,,,
ci24,gary-cruth,Gary,Cruth,,,,
ci26,ronald-charity,Ronald,Charity,,,,
ci28,david-cohen,David,Cohen,1925.06.21,,,
ci30,j-christopherson,J.,Christopherson,,,,
ci29,michael-callaghan,Michael,Callaghan,1936.12.01,,,
ci31,julian-l-p--coni,Julian L. P. ,Coni,,,,
ci32,christopher-crawford,Christopher,Crawford,1939.07.31,,,
ci33,paul-como,Paul,Como,,,,
ci34,straight-clark,Straight,Clark,1925.02.10,,,
ci35,michael-carpenter,Michael,Carpenter,,,,
ci37,patrick-chevret,Patrick,Chevret,,,,
ci36,ron-clements,Ron,Clements,,,,
ci39,michael-crane,Michael,Crane,,,,
ci38,john-cranston,John,Cranston,,,,
ci41,chen-hau-chu,Chen Hau,Chu,,,,
ci42,anthony-clayton,Anthony,Clayton,,,,
ci40,gustavo-castillo,Gustavo,Castillo,,,,
ci43,tim-coss,Tim,Coss,,,,
ci44,douglas-corley,Douglas,Corley,,,,
ci47,max-collins,Max,Collins,,,,
ci51,derek-collins,Derek,Collins,,,,
ci50,clarence-carter,Clarence,Carter,,,,
ci52,r-tim-cawthorn,R. Tim,Cawthorn,,,,
ci54,john-capell,John,Capell,,,,
ci55,jonathan-clark,Jonathan,Clark,,,,
ci58,anthony-charnock,Anthony,Charnock,,,,
ci53,horace-cunningham,Horace,Cunningham,,,,
ci60,henri-chabance,Henri,Chabance,,,,
ci59,philippe-chatrier,Philippe,Chatrier,,,,
ci61,geoff-cass,Geoff,Cass,,,,
ci62,john-cullen,John,Cullen,,,,
ci63,jr-christ,J.R.,Christ,,,,
ci64,william-clothier-ii,William,Clothier II,,,,
ci65,jules-cohen,Jules,Cohen,,,,
ci66,gianni-clerici,Gianni,Clerici,,,,
ci67,bernard-crouch,Bernard,Crouch,,,,
ci68,robin-condy,Robin,Condy,1924.02.22,,,
ci72,william-cranston,William,Cranston,,,,
ci73,jack-crawford,Jack,Crawford,1908.03.22,,,
ci77,l-cody,L.,Cody,,,,
ci78,r-cohen,R.,Cohen,,,,
ci79,d-cullum,D.,Cullum,,,,
ci80,giovanni-cucelli,Giovanni,Cucelli,1916.11.13,,,
ci81,marcel-coen,Marcel,Coen,,,,
ci82,nigel-cockburn,Nigel,Cockburn,,,,
ci83,derek-capell,Derek,Capell,,,,
ci84,peter-cawthorn,Peter,Cawthorn,,,,
ci85,stanley-clark,Stanley,Clark,,,,
ci87,jose-alejandro-cortes,Jose-Alejandro,Cortes,,,,
ci86,alexander-carver,Alexander,Carver,,,,
ci88,thomas-curtin,Thomas,Curtin,,,,
ci89,cesar-carmona,Cesar,Carmona,,,,
ci90,dennis-coombe,Dennis,Coombe,1911.11.11,,,
ci91,vladimir-cernik,Vladimir,Cernik,1917.07.09,,,
ci92,roberto-cardozo,Roberto,Cardozo,1927.08.31,,,
ci93,roland-carter,Roland,Carter,,,,
ci95,robert-connor,Robert,Connor,,,,
ci94,tony-clark,Tony,Clark,,,,
ci97,conway-catton,Conway,Catton,,,,
ci98,allen-cleveland,Allen,Cleveland,,,,
ci99,richard-cain,Richard,Cain,,,,
cj00,earl-cochell,Earl,Cochell,,,,
cj01,luis-carles,Luis,Carles,,,,
cj02,louis-chevallier,Louis,Chevallier,,,,
cj03,giulio-caccia,Giulio,Caccia,,,,
cj04,robert-colin,Robert,Colin,,,,
cj05,leslie-cater,Leslie,Cater,,,,
cj06,vanni-canepele,Vanni,Canepele,1916.06.18,,,
cj07,ij-casale,I.J.,Casale,,,,
cj08,dv-connor,D.V.,Connor,,,,
cj09,janmeja-charanjiva,Janmeja,Charanjiva,1908.10.11,,,
cj11,john-comery,John,Comery,,,,
cj10,wai-chuen-choy,Wai-Chuen,Choy,,,,
cj13,michael-clarke,Michael,Clarke,,,,
cj12,guy-cooper,Guy,Cooper,,,,
cj14,alan-coldham,Alan,Coldham,,,,
cj15,ronald-cummings,Ronald,Cummings,,,,
cj17,horace-crebbin,Horace,Crebbin,,,,
cj16,david-chrystal,David,Chrystal,,,,
cj18,john-clemenger,John,Clemenger,,,,
cj19,henri-cochet,Henri,Cochet,1901.12.14,,,
cj20,pierre-chevalier,Pierre,Chevalier,,,,
cj21,andre-contanson,Andre,Contanson,,,,
cj22,jean-couiteas,Jean,Couiteas,,,,
cj23,hector-chiesa,Hector,Chiesa,,,,
cj25,jack-condon,Jack,Condon,,,,
cj24,max-combemale,Max,Combemale,,,,
cj26,joseph-case,Joseph,Case,,,,
cj28,richard-covington,Richard,Covington,,,,
cj27,henry-culley,Henry,Culley,,,,
cj29,gerin-cameron,Gerin,Cameron,,,,
cj30,james-challiss,James,Challiss,,,,
cj31,joseph-coughlin,Joseph,Coughlin,,,,
cj35,cristea-caralulis,Cristea,Caralulis,,,,
cj32,ian-collins,Ian,Collins,1903.04.23,,,
cj36,patrick-callaghan,Patrick,Callaghan,,,,
cj37,ray-cock,Ray,Cock,,,,
cj40,d-clayton,D.,Clayton,,,,
cj38,joseph-clynton-reed,Joseph,Clynton-Reed,,,,
cj39,josef-caska,Josef,Caska,1913.09.02,,,
cj41,john-cope,John,Cope,,,,
cj45,william-canning,William,Canning,,,,
cj44,elwood-cooke,Elwood,Cooke,,,,
cj43,john-cushingham,John,Cushingham,,,,
cj63,merriman-cunninggim,Merriman,Cunninggim,,,,
cj68,stjepan-cagalj,Stjepan,Cagalj,1995.08.30,,78,191
cj69,r-compain,R.,Compain,,,,
cj70,gerald-crowther,Gerald,Crowther,,,,
cj71,marshall-chambers,Marshall,Chambers,,,,
cj72,william-crosby,William,Crosby,,,,
cj73,sewall-cutler,Sewall,Cutler,,,,
cj74,henri-catteau,Henri,Catteau,,,,
cj75,john-curtis,John,Curtis,,,,
cj77,i-carson,I.,Carson,,,,
cj78,frantisek-cejnar,Frantisek,Cejnar,,,,
cj79,mihaly-csikos,Mihaly,Csikos,,,,
cj87,andre-casanova,Andre,Casanova,,,,
cj88,f-cavriani,F.,Cavriani,,,,
cj92,john-collins,John,Collins,,,,
cj91,dennis-cook,Dennis,Cook,,,,
cj93,charles-carr,Charles,Carr,,,,
cj94,umberto-cuccioli,Umberto,Cuccioli,,,,
cj95,bernard-coghlan,Bernard,Coghlan,,,,
cj97,kasom-chartikavanij,Kasom,Chartikavanij,,,,
cj96,harris-coggeshall,Harris,Coggeshall,,,,
cj99,jack-chamberlain,Jack,Chamberlain,,,,
ck01,guy-cheng,Guy,Cheng,,,,
ck00,marcel-cousin,Marcel,Cousin,,,,
ck02,price-colvin,Price,Colvin,,,,
ck06,harry-cronin,Harry,Cronin,,,,
ck05,capt-victor-cazalet,Capt. Victor,Cazalet,,,,
ck08,max-callendar,Max,Callendar,,,,
ck07,james-cummins,James,Cummins,,,,
ck09,anthony-crossley,Anthony,Crossley,,,,
ck12,w-colton,W.,Colton,,,,
ck11,h-costa,H.,Costa,,,,
ck10,leighton-crawford,Leighton,Crawford,,,,
ck13,bm-clark,B.M.,Clark,,,,
ck14,f-crosbie,F.,Crosbie,,,,
ck15,wg-curtismorgan,W.G.,Curtis-Morgan,,,,
ck16,gordon-crole-rees,Gordon,Crole-Rees,,,,
ck17,wilbur-coen,Wilbur,Coen,1911.12.23,,,
ck18,r-considine,R.,Considine,,,,
ck19,w-clines,W.,Clines,,,,
ck20,bl-clarke,B.L.,Clarke,,,,
ck22,bud-chandler,Bud,Chandler,,,,
ck23,cecil-campbell,Cecil,Campbell,,,,
ck24,cs-colvin,C.S.,Colvin,,,,
ck25,willard-crocker,Willard,Crocker,,,,
ck26,ch-campbell,C.H.,Campbell,,,,
ck27,ugo-chiesa,Ugo,Chiesa,,,,
ck28,m-cranfield,M.,Cranfield,,,,
ck29,alfred-chave,Alfred,Chave,,,,
ck30,m-coggins,M.,Coggins,,,,
ck32,c-cropper,C.,Cropper,,,,
ck31,a-cattenach,A.,Cattenach,,,,
ck33,h-coram,H.,Coram,,,,
ck34,l-collins,L.,Collins,,,,
ck35,a-collins,A.,Collins,,,,
ck36,dudley-cameron,Dudley,Cameron,,,,
ck37,americo-cattaruzza,Americo,Cattaruzza,,,,
ck41,c-campbell,C.,Campbell,,,,
ck40,walter-crawley,Walter,Crawley,,,,
ck39,lord-cholmondeley,Lord,Cholmondeley,,,,
ck38,eliot-crawshay-williams,Eliot,Crawshay-Williams,,,,
ck44,j-carreras,J.,Carreras,,,,
ck45,robert-champin,Robert,Champin,,,,
ck43,stanislaw-czetwertynski,Stanislaw,Czetwertynski,,,,
ck46,jp-carleton,J.P.,Carleton,,,,
ck48,lj-carr,L.J.,Carr,,,,
ck49,nelson-cruz,Nelson,Cruz,,,,
ck47,antonio-casanovas,Antonio,Casanovas,,,,
ck50,sc-cargill,S.C.,Cargill,,,,
ck51,turner-cole,Turner,Cole,,,,
ck52,ray-casey,Ray,Casey,,,,
ck53,dl-craig,D.L.,Craig,,,,
ck54,cesare-colombo,Cesare,Colombo,,,,
ck55,pierre-canivet,Pierre,Canivet,,,,
ck56,a-chancerel,A.,Chancerel,,,,
ck57,c-caldwell,C.,Caldwell,,,,
ck58,v-cornell,V.,Cornell,,,,
ck59,a-carmichael,A.,Carmichael,,,,
ck60,l-cryle,L.,Cryle,,,,
ck61,d-cram,D.,Cram,,,,
ck62,alfred-chapin,Alfred,Chapin,,,,
ck63,pc-chase,P.C.,Chase,,,,
ck64,carlos-caminos,Carlos,Caminos,,,,
ck65,ha-carless,H.A.,Carless,,,,
ck66,j-caldwell,J.,Caldwell,,,,
ck67,c-curley,C.,Curley,,,,
ck69,n-cleland,N.,Cleland,,,,
ck68,c-charest,C.,Charest,,,,
ck70,h-crabbin,H.,Crabbin,,,,
ck71,t-cummings,T.,Cummings,,,,
ck73,w-cleland,W.,Cleland,,,,
ck72,c-cross,C.,Cross,,,,
ck74,george-caner,George,Caner,,,,
ck75,e-coutts,E.,Coutts,,,,
ck76,g-cartwright,G.,Cartwright,,,,
ck77,b-covell,B.,Covell,,,,
ck83,j-cannon,J.,Cannon,,,,
ck85,v-crawshaw,V.,Crawshaw,,,,
ck84,g-chesterman,G.,Chesterman,,,,
ck86,william-clothier,William,Clothier,1881.09.27,,,
ck87,i-cravis,I.,Cravis,,,,
ck88,h-colburn,H.,Colburn,,,,
ck89,w-campbell,W.,Campbell,,,,
ck90,p-casey,P.,Casey,,,,
ck91,r-coffin,R.,Coffin,,,,
ck92,w-crawford,W.,Crawford,,,,
ck93,e-chase,E.,Chase,,,,
ck94,a-cawse,A.,Cawse,,,,
ck95,john-collum,John,Collum,,,,
ck96,t-carr,T.,Carr,,,,
ck97,a-cassils,A.,Cassils,,,,
ck98,a-chapin-sr,A.,Chapin sr.,,,,
ck99,w-compton,W.,Compton,,,,
cl00,c-chambers,C.,Chambers,,,,
cl02,e-czintz,E.,Czintz,,,,
cl03,e-cumming,E.,Cumming,,,,
cl01,a-cragin,A.,Cragin,,,,
cl04,a-copeland,A.,Copeland,,,,
cl05,r-cook,R.,Cook,,,,
cl08,h-chase,H.,Chase,,,,
cl06,a-coffey,A.,Coffey,,,,
cl07,g-church,G.,Church,,,,
cl10,james-stewart-cushman,James Stewart,Cushman,,,,
cl13,c-childs,C.,Childs,,,,
cl12,fenimore-cady,Fenimore,Cady,,,,
cl09,g-clover,G.,Clover,,,,
cl11,w-dickson-cunningham,W. Dickson,Cunningham,,,,
cl14,f-cole,F.,Cole,,,,
cl15,h-crisp,H.,Crisp,,,,
cl16,george-caridia,George,Caridia,1869.02.20,,,
cl17,sernest-charlton,S.Ernest,Charlton,,,,
cl18,am-cooper,A.M.,Cooper,,,,
cl19,alfred-crawley,Alfred,Crawley,,,,
cl20,w-clements,W.,Clements,,,,
cl21,j-carpenter,J.,Carpenter,,,,
cl22,a-champlin,A.,Champlin,,,,
cl23,a-chouteau,A.,Chouteau,,,,
cl24,l-causey,L.,Causey,,,,
cl25,l-curtis,L.,Curtis,,,,
cl27,l-cooper,L.,Cooper,,,,
cl28,e-carey,E.,Carey,,,,
cl26,c-craigin,C.,Craigin,,,,
cl29,s-cole,S.,Cole,,,,
cl30,unknown-cory,Unknown,Cory,,,,
cl31,a-codman,A.,Codman,,,,
cl33,j-cameron,J.,Cameron,,,,
cl32,sundam-cutting,Sundam,Cutting,,,,
cl35,f-colston,F.,Colston,,,,
cl36,e-conlin,E.,Conlin,,,,
cl37,ashley-campbell,Ashley,Campbell,,,,
cl38,unknown-coombe,Unknown,Coombe,,,,
cl40,f-cupples,F.,Cupples,,,,
cl41,percy-colquhoun,Percy,Colquhoun,,,,
cl39,l-crooks,L.,Crooks,,,,
cl42,c-crouch,C.,Crouch,,,,
cl44,arthur-curtis,Arthur,Curtis,,,,
cl43,c-cox,C.,Cox,,,,
cl45,f-cochran,F.,Cochran,,,,
cl46,w-cushing,W.,Cushing,,,,
cl47,f-clogg,F.,Clogg,,,,
cl48,m-charlock,M.,Charlock,,,,
cl51,w-connell,W.,Connell,,,,
cl53,r-crouse,R.,Crouse,,,,
cl55,h-colton,H.,Colton,,,,
cl54,r-cowan,R.,Cowan,,,,
cl56,h-clark,H.,Clark,,,,
cl57,e-carrol,E.,Carrol,,,,
cl59,m-chace,M.,Chace,,,,
cl58,charles-cole,Charles,Cole,,,,
cl60,p-cummings,P.,Cummings,,,,
cl61,e-carroll,E.,Carroll,,,,
cl62,h-chormley,H.,Chormley,,,,
cl63,c-cutting,C.,Cutting,,,,
cl64,f-cutting,F.,Cutting,,,,
cl65,m-champlin,M.,Champlin,,,,
cl66,f-conrad,F.,Conrad,,,,
cl67,j-cote,J.,Cote,,,,
cl68,c-crookston,C.,Crookston,,,,
cl69,h-cross,H.,Cross,,,,
cl71,c-cooke,C.,Cooke,,,,
cl70,m-clark,M.,Clark,,,,
cl72,w-cooke,W.,Cooke,,,,
cl73,d-campbell,D.,Campbell,,,,
cl77,e-cross,E.,Cross,,,,
cl74,w-cragin,W.,Cragin,,,,
cl75,m-colton,M.,Colton,,,,
cl76,c-caner,C.,Caner,,,,
cl78,b-colie,B.,Colie,,,,
cl91,h-clement,H.,Clement,,,,
cl90,arthur-cronin,Arthur,Cronin,,,,
cl92,clement-cazalet,Clement,Cazalet,1879.07.16,,,
cl93,herbert-chipp,Herbert,Chipp,,,,
cl95,j-colston,J.,Colston,,,,
cl96,donaldson-clarke,Donaldson,Clarke,,,,
cl94,george-coulson,George,Coulson,,,,
cl97,g-crawford-allison,G.,Crawford Allison,,,,
cl98,e-catlin,E.,Catlin,,,,
cm00,p-carroll,P.,Carroll,,,,
cl99,c-carmichael,C.,Carmichael,,,,
cm01,w-carter,W.,Carter,,,,
cm02,kreigh-collins,Kreigh,Collins,,,,
cm04,o-chew,O.,Chew,,,,
cm03,f-cranston,F.,Cranston,,,,
cm05,f-chesterton,F.,Chesterton,,,,
cm06,er-clarke,E.R.,Clarke,,,,
cm07,hugh-comyn,Hugh,Comyn,,,,
cm08,xenophon-casdagli,Xenophon,Casdagli,,,,
cm09,ep-corlett,E.P.,Corlett,,,,
cm10,sf-card,S.F.,Card,,,,
cm11,james-crispe,James,Crispe,,,,
cm12,h-chapman,H.,Chapman,,,,
cm13,w-conner,W.,Conner,,,,
cm15,r-carleton,R.,Carleton,,,,
cm14,b-cross,B.,Cross,,,,
cm16,m-colket,M.,Colket,,,,
cm17,g-clarke,G.,Clarke,,,,
cm19,w-clough,W.,Clough,,,,
cm18,h-clews,H.,Clews,,,,
cm20,c-cragin,C.,Cragin,,,,
cm21,c-cleveland,C.,Cleveland,,,,
cm22,e-crowninshield,E.,Crowninshield,,,,
cm23,h-cleveland,H.,Cleveland,,,,
cm24,g-crocker,G.,Crocker,,,,
cm25,r-cutting,R.,Cutting,,,,
cm28,w-castle,W.,Castle,,,,
cm30,w-cranston,W.,Cranston,,,,
cm29,t-chaytor,T.,Chaytor,,,,
cm31,e-colby,E.,Colby,,,,
cm33,a-chitty,A.,Chitty,,,,
cm34,oliver-campbell,Oliver,Campbell,,,,
cm32,h-colby,H.,Colby,,,,
cm35,d-chaytor,D.,Chaytor,,,,
cm36,t-campion,T.,Campion,,,,
cm37,w-cohen,W.,Cohen,,,,
cm38,e-chatterton,E.,Chatterton,,,,
cm39,e-cotton,E.,Cotton,,,,
cm40,b-cokayne,B.,Cokayne,,,,
cm42,l-campbell,L.,Campbell,,,,
cm43,m-constable,M.,Constable,,,,
cm44,unknown-castor,Unknown,Castor,,,,
cm46,b-cotton,B.,Cotton,,,,
cm45,c-cheales,C.,Cheales,,,,
cm48,a-cochran,A.,Cochran,,,,
cm47,c-cole,C.,Cole,,,,
cm50,r-christian,R.,Christian,,,,
cm49,f-crowder,F.,Crowder,,,,
cm51,w-clerke,W.,Clerke,,,,
cm52,g-cartland,G.,Cartland,,,,
cm53,c-coventry,C.,Coventry,,,,
cm56,js-cotton,J.S.,Cotton,,,,
cm55,j-cunningham,J.,Cunningham,,,,
cm54,a-crichton,A.,Crichton,,,,
cm57,s-chase,S.,Chase,,,,
cm58,d-candler,D.,Candler,,,,
cm60,b-carroll,B.,Carroll,,,,
cm59,j-clark,J.,Clark,,,,
cm62,j-carver,J.,Carver,,,,
cm61,c-chase,C.,Chase,,,,
cm63,clarence-clark,Clarence,Clark,,,,
cm64,r-conover,R.,Conover,,,,
cm66,rs-codman,R.S.,Codman,,,,
cm65,allan-curtis,Allan,Curtis,,,,
cm67,carryl,.,Carryl,,,,
cm68,coggswell,.,Coggswell,,,,
cm69,caldwell,.,Caldwell,,,,
cm70,unknown-congdon,Unknown,Congdon,,,,
cm74,ian-chadwell,Ian,Chadwell,1991.04.02,,,
cm82,long-chen,Long,Chen,1996.05.18,,70,175
cm88,congsup-congcar,Congsup,Congcar,1996.08.21,,68,175
cn08,jordan-correia,Jordan,Correia,1997.07.05,,,
cn78,lucas-catarina,Lucas,Catarina,1996.08.26,,,
d001,bruno-dadillon,Bruno,Dadillon,1964.02.09,,64,175
d002,jose-daher,Jose,Daher,1966.04.20,,70,180
d004,scott-davis,Scott,Davis,1962.08.27,1983,77,188
d005,marty-davis,Marty,Davis,1958.11.15,1980,82,183
d006,franco-davin,Franco,Davin,1970.01.11,1986,64,173
d008,horacio-de-la-pena,Horacio,De La Pena,1966.08.01,1984,72,180
d007,john-davis,John,Davis,1962.05.18,,,
d009,alessandro-de-minicis,Alessandro,De Minicis,1963.08.04,,73,175
d010,henri-de-wet,Henri,De Wet,1962.03.01,,79,188
d011,karel-demuynck,Karel,Demuynck,,,,
d012,david-de-miguel,David,De Miguel,1965.02.07,,66,175
d015,olivier-delaitre,Olivier,Delaitre,1967.06.01,1986,85,170
d016,tracy-delatte,Tracy,Delatte,1956.12.22,,82,178
d019,steve-denton,Steve,Denton,1956.09.05,,82,188
d021,mike-de-palmer,Mike,De Palmer,1961.10.17,,79,185
d022,bruce-derlin,Bruce,Derlin,1961.11.28,,75,180
d024,steve-devries,Steve,DeVries,1964.12.08,1987,77,180
d026,eddie-dibbs,Eddie,Dibbs,1951.02.23,,73,170
d027,brett-dickinson,Brett,Dickinson,1962.12.04,,77,183
d028,mark-dickson,Mark,Dickson,1959.12.08,1982,78,191
d029,carlos-di-laura,Carlos,Di Laura,1964.10.19,,68,175
d031,andrei-dirzu,Andrei,Dirzu,,,,
d034,gary-donnelly,Gary,Donnelly,1962.06.03,,82,191
d035,fritz-don,Fritz,Don,1956.05.13,,,
d036,peter-doohan,Peter,Doohan,1961.05.02,,84,191
d037,colin-dowdeswell,Colin,Dowdeswell,1955.05.12,,75,185
d039,matt-doyle,Matt,Doyle,1958.01.13,,86,193
d038,david-dowlen,David,Dowlen,1960.02.03,,68,178
d040,brad-drewett,Brad,Drewett,1958.07.19,,79,185
d041,randy-druz,Randy,Druz,1958.02.26,,,
d042,robin-drysdale,Robin,Drysdale,1952.09.18,,,
d043,morees-dubruyn,Morees,Dubruyn,,,,
d044,lawson-duncan,Lawson,Duncan,1964.10.26,,75,185
d045,chris-dunk,Chris,Dunk,1958.01.23,1980,84,193
d048,pat-dupre,Pat,Dupre,1954.09.16,,79,191
d046,laird-dunlop,Laird,Dunlop,1962.06.28,,75,180
d051,girts-dzelde,Girts,Dzelde,1963.07.16,1988,68,173
d053,larry-davidson,Larry,Davidson,1955.08.21,,,
d049,broderick-dyke,Broderick,Dyke,1960.12.31,1982,76,183
d054,owen-davidson,Owen,Davidson,1943.10.04,,82,185
d061,ron-dutton,Ron,Dutton,,,,
d063,eric-deblicker,Eric,Deblicker,1952.04.17,,,
d068,fernando-dalla-fontana,Fernando,Dalla-Fontana,,,,
d069,jose-luis-damiani,Jose Luis,Damiani,1956.11.21,,82,185
d071,christofer-delaney,Christofer,Delaney,1957.07.16,,,
d072,jim-delaney,Jim,Delaney,1953.03.12,,,
d073,dick-dell,Dick,Dell,1947.09.29,,,
d074,phil-dent,Phil,Dent,1950.02.14,,78,183
d076,colin-dibley,Colin,Dibley,1944.09.19,,86,188
d077,jai-dilouie,Jai,Dilouie,1958.09.11,,,
d078,steve-docherty,Steve,Docherty,1950.05.06,,,
d079,peter-doerner,Peter,Doerner,1950.11.17,,,
d080,patrice-dominguez,Patrice,Dominguez,1950.01.12,,70,173
d081,roger-dowdeswell,Roger,Dowdeswell,1944.02.16,,,
d082,cliff-drysdale,Cliff,Drysdale,1941.05.26,,76,188
d083,ivan-dupasquier,Ivan,Dupasquier,1961.11.23,,,
d085,bob-davis,Bob,Davis,,,,
d088,pascal-deniau,Pascal,Deniau,1957.04.07,,75,185
d091,antonio-domenech,Antonio,Domenech,,,,
d086,peter-dellavedova,Peter,Dellavedova,,,,
d094,royce-deppe,Royce,Deppe,1965.08.11,1988,82,188
d09v,ivan-denisov,Ivan,Denisov,2000.06.07,,,
d098,yahiya-doumbia,Yahiya,Doumbia,1963.08.25,1986,75,185
d0au,nikita-girey--demir,Nikita-Girey ,Demir,,,,
d102,mark-darby,Mark,Darby,1956.07.03,1978,84,185
d109,jack-darrah,Jack,Darrah,,,,
d103,willie-davies,Willie,Davies,1955.01.01,,,
d116,sever-dron,Sever,Dron,,,,
d123,ricky-diaz,Ricky,Diaz,,,,
d117,freddie-de-jesus,Freddie,De Jesus,1954.10.30,,,
d122,manuel-diaz,Manuel,Diaz,,,,
d124,claude-de-gronckel,Claude,De Gronckel,,,,
d127,p-dixon,P.,Dixon,,,,
d128,donald-dell,Donald,Dell,1938.06.17,,75,185
d129,christian-duxin,Christian,Duxin,,,,
d131,pierre-darmon,Pierre,Darmon,1934.01.14,,,
d132,gaetano-di-maso,Gaetano,Di Maso,,,,
d133,michael-davies,Michael,Davies,1936.01.09,1960,72,183
d134,eric-drossart,Eric,Drossart,1942.02.21,,,
d135,ezio-di-matteo,Ezio,Di Matteo,,,,
d136,john-de-mendoza,John,De Mendoza,1949.08.22,,,
d137,massimo-di-domenico,Massimo,Di Domenico,,,,
d139,keith-diepraam,Keith,Diepraam,1942.09.11,,,
d138,jerry-de-witts,Jerry,De Witts,,,,
d140,william-durham,William,Durham,,,,
d143,doug-ditmer,Doug,Ditmer,,,,
d141,tony-dawson,Tony,Dawson,,,,
d142,phil-davies,Phil,Davies,,,,
d146,paul-dogherty,Paul,Dogherty,,,,
d147,bernard-de-troye,Bernard,De Troye,,,,
d158,bill-drake,Bill,Drake,,,,
d151,joe-de-foor,Joe,De Foor,1963.02.02,,84,188
d159,juan-diaz,Juan,Diaz,,,,
d164,gaylard-dunn,Gaylard,Dunn,,,,
d166,johan-donar,Johan,Donar,1966.03.24,1990,79,180
d163,georges-deniau,Georges,Deniau,,,,
d170,hendrik-jan-davids,Hendrik Jan,Davids,1969.01.30,1988,78,183
